record in kb
time		total		used		free
[15:11:06]		1048572		0		1048572
[15:11:09]		1048572		0		1048572
[15:11:12]		1048572		0		1048572
[15:11:15]		1048572		0		1048572
[15:11:18]		1048572		0		1048572
[15:11:21]		1048572		0		1048572
[15:11:24]		1048572		0		1048572
[15:11:27]		1048572		0		1048572
[15:11:30]		1048572		0		1048572
[15:11:33]		1048572		0		1048572
[15:11:36]		1048572		0		1048572
[15:11:39]		1048572		0		1048572
[15:11:42]		1048572		0		1048572
[15:11:45]		1048572		0		1048572
[15:11:48]		1048572		0		1048572
[15:11:51]		1048572		0		1048572
[15:11:54]		1048572		0		1048572
[15:11:57]		1048572		0		1048572
[15:12:00]		1048572		0		1048572
[15:12:03]		1048572		0		1048572
[15:12:06]		1048572		0		1048572
[15:12:09]		1048572		0		1048572
[15:12:12]		1048572		0		1048572
[15:12:15]		1048572		0		1048572
[15:12:18]		1048572		0		1048572
[15:12:21]		1048572		0		1048572
[15:12:24]		1048572		0		1048572
[15:12:27]		1048572		0		1048572
[15:12:30]		1048572		0		1048572
[15:12:33]		1048572		0		1048572
[15:12:36]		1048572		0		1048572
[15:12:39]		1048572		0		1048572
[15:12:42]		1048572		0		1048572
[15:12:45]		1048572		0		1048572
[15:12:48]		1048572		0		1048572
[15:12:51]		1048572		0		1048572
[15:12:54]		1048572		0		1048572
[15:12:57]		1048572		0		1048572
[15:13:00]		1048572		0		1048572
[15:13:03]		1048572		0		1048572
[15:13:06]		1048572		0		1048572
[15:13:09]		1048572		0		1048572
[15:13:12]		1048572		0		1048572
[15:13:15]		1048572		0		1048572
[15:13:18]		1048572		0		1048572
[15:13:21]		1048572		0		1048572
[15:13:24]		1048572		0		1048572
[15:13:27]		1048572		0		1048572
[15:13:31]		1048572		0		1048572
[15:13:34]		1048572		0		1048572
[15:13:37]		1048572		0		1048572
[15:13:40]		1048572		0		1048572
[15:13:43]		1048572		0		1048572
[15:13:46]		1048572		0		1048572
[15:13:49]		1048572		0		1048572
[15:13:52]		1048572		0		1048572
[15:13:55]		1048572		0		1048572
[15:13:58]		1048572		0		1048572
[15:14:01]		1048572		0		1048572
[15:14:04]		1048572		0		1048572
[15:14:07]		1048572		0		1048572
[15:14:10]		1048572		0		1048572
[15:14:13]		1048572		0		1048572
[15:14:16]		1048572		0		1048572
[15:14:19]		1048572		0		1048572
[15:14:22]		1048572		0		1048572
[15:14:25]		1048572		0		1048572
[15:14:28]		1048572		0		1048572
[15:14:31]		1048572		0		1048572
[15:14:34]		1048572		0		1048572
[15:14:37]		1048572		0		1048572
[15:14:40]		1048572		0		1048572
[15:14:43]		1048572		0		1048572
[15:14:46]		1048572		0		1048572
[15:14:49]		1048572		0		1048572
[15:14:52]		1048572		0		1048572
[15:14:55]		1048572		0		1048572
[15:14:58]		1048572		0		1048572
[15:15:01]		1048572		0		1048572
[15:15:04]		1048572		0		1048572
[15:15:07]		1048572		0		1048572
[15:15:10]		1048572		0		1048572
[15:15:13]		1048572		0		1048572
[15:15:16]		1048572		0		1048572
[15:15:19]		1048572		0		1048572
[15:15:22]		1048572		0		1048572
[15:15:25]		1048572		0		1048572
[15:15:28]		1048572		0		1048572
[15:15:31]		1048572		0		1048572
[15:15:34]		1048572		0		1048572
[15:15:37]		1048572		0		1048572
[15:15:40]		1048572		0		1048572
[15:15:43]		1048572		0		1048572
[15:15:46]		1048572		0		1048572
[15:15:49]		1048572		0		1048572
[15:15:52]		1048572		0		1048572
[15:15:55]		1048572		0		1048572
[15:15:58]		1048572		0		1048572
[15:16:01]		1048572		0		1048572
[15:16:04]		1048572		0		1048572
[15:16:07]		1048572		0		1048572
[15:16:10]		1048572		0		1048572
[15:16:13]		1048572		0		1048572
[15:16:16]		1048572		0		1048572
[15:16:19]		1048572		0		1048572
[15:16:22]		1048572		0		1048572
[15:16:25]		1048572		0		1048572
[15:16:28]		1048572		0		1048572
[15:16:31]		1048572		0		1048572
[15:16:34]		1048572		0		1048572
[15:16:37]		1048572		0		1048572
[15:16:40]		1048572		0		1048572
[15:16:43]		1048572		0		1048572
[15:16:46]		1048572		0		1048572
[15:16:49]		1048572		0		1048572
[15:16:52]		1048572		0		1048572
[15:16:55]		1048572		0		1048572
[15:16:58]		1048572		0		1048572
[15:17:01]		1048572		0		1048572
[15:17:04]		1048572		0		1048572
[15:17:07]		1048572		0		1048572
[15:17:10]		1048572		0		1048572
[15:17:13]		1048572		0		1048572
[15:17:16]		1048572		0		1048572
[15:17:19]		1048572		0		1048572
[15:17:22]		1048572		0		1048572
[15:17:25]		1048572		0		1048572
[15:17:28]		1048572		0		1048572
[15:17:31]		1048572		0		1048572
[15:17:34]		1048572		0		1048572
[15:17:37]		1048572		0		1048572
[15:17:40]		1048572		0		1048572
[15:17:43]		1048572		0		1048572
[15:17:46]		1048572		0		1048572
[15:17:49]		1048572		0		1048572
[15:17:52]		1048572		0		1048572
[15:17:55]		1048572		0		1048572
[15:17:58]		1048572		0		1048572
[15:18:01]		1048572		0		1048572
[15:18:04]		1048572		0		1048572
[15:18:07]		1048572		0		1048572
[15:18:10]		1048572		0		1048572
[15:18:13]		1048572		0		1048572
[15:18:16]		1048572		0		1048572
[15:18:19]		1048572		0		1048572
[15:18:22]		1048572		0		1048572
[15:18:25]		1048572		0		1048572
[15:18:28]		1048572		0		1048572
[15:18:31]		1048572		0		1048572
[15:18:34]		1048572		0		1048572
[15:18:37]		1048572		0		1048572
[15:18:40]		1048572		0		1048572
[15:18:43]		1048572		0		1048572
[15:18:46]		1048572		0		1048572
[15:18:49]		1048572		0		1048572
[15:18:52]		1048572		0		1048572
[15:18:55]		1048572		0		1048572
[15:18:58]		1048572		0		1048572
[15:19:01]		1048572		0		1048572
[15:19:04]		1048572		0		1048572
[15:19:07]		1048572		0		1048572
[15:19:10]		1048572		0		1048572
[15:19:13]		1048572		0		1048572
[15:19:16]		1048572		0		1048572
[15:19:19]		1048572		0		1048572
[15:19:22]		1048572		0		1048572
[15:19:25]		1048572		0		1048572
[15:19:28]		1048572		0		1048572
[15:19:31]		1048572		0		1048572
[15:19:34]		1048572		0		1048572
[15:19:37]		1048572		0		1048572
[15:19:40]		1048572		0		1048572
[15:19:43]		1048572		0		1048572
[15:19:46]		1048572		0		1048572
[15:19:49]		1048572		0		1048572
[15:19:52]		1048572		0		1048572
[15:19:55]		1048572		0		1048572
[15:19:58]		1048572		0		1048572
[15:20:01]		1048572		0		1048572
[15:20:04]		1048572		0		1048572
[15:20:07]		1048572		0		1048572
[15:20:10]		1048572		0		1048572
[15:20:13]		1048572		0		1048572
[15:20:16]		1048572		0		1048572
[15:20:19]		1048572		0		1048572
[15:20:22]		1048572		0		1048572
[15:20:25]		1048572		0		1048572
[15:20:28]		1048572		0		1048572
[15:20:31]		1048572		0		1048572
[15:20:34]		1048572		0		1048572
[15:20:37]		1048572		0		1048572
[15:20:40]		1048572		0		1048572
[15:20:43]		1048572		0		1048572
[15:20:46]		1048572		0		1048572
[15:20:49]		1048572		0		1048572
[15:20:52]		1048572		0		1048572
[15:20:55]		1048572		0		1048572
[15:20:58]		1048572		0		1048572
[15:21:01]		1048572		0		1048572
[15:21:04]		1048572		0		1048572
[15:21:07]		1048572		0		1048572
