record in kb
time		total		used		free
[16:42:42]		1048572		0		1048572
[16:42:45]		1048572		0		1048572
[16:42:48]		1048572		0		1048572
[16:42:51]		1048572		0		1048572
[16:42:54]		1048572		0		1048572
[16:42:57]		1048572		0		1048572
[16:43:00]		1048572		0		1048572
[16:43:03]		1048572		0		1048572
[16:43:06]		1048572		0		1048572
[16:43:09]		1048572		0		1048572
[16:43:12]		1048572		0		1048572
[16:43:15]		1048572		0		1048572
[16:43:18]		1048572		0		1048572
[16:43:21]		1048572		0		1048572
[16:43:24]		1048572		0		1048572
[16:43:27]		1048572		0		1048572
[16:43:30]		1048572		0		1048572
[16:43:33]		1048572		0		1048572
[16:43:36]		1048572		0		1048572
[16:43:39]		1048572		0		1048572
[16:43:42]		1048572		0		1048572
[16:43:45]		1048572		0		1048572
[16:43:48]		1048572		0		1048572
[16:43:51]		1048572		0		1048572
[16:43:54]		1048572		0		1048572
[16:43:57]		1048572		0		1048572
[16:44:00]		1048572		0		1048572
[16:44:03]		1048572		0		1048572
[16:44:06]		1048572		0		1048572
[16:44:09]		1048572		0		1048572
[16:44:12]		1048572		0		1048572
[16:44:15]		1048572		0		1048572
[16:44:18]		1048572		0		1048572
[16:44:21]		1048572		0		1048572
[16:44:24]		1048572		0		1048572
[16:44:27]		1048572		0		1048572
[16:44:30]		1048572		0		1048572
[16:44:33]		1048572		0		1048572
[16:44:36]		1048572		0		1048572
[16:44:39]		1048572		0		1048572
[16:44:42]		1048572		0		1048572
[16:44:45]		1048572		0		1048572
[16:44:48]		1048572		0		1048572
[16:44:51]		1048572		0		1048572
[16:44:54]		1048572		0		1048572
[16:44:57]		1048572		0		1048572
[16:45:00]		1048572		0		1048572
[16:45:03]		1048572		0		1048572
[16:45:06]		1048572		0		1048572
[16:45:09]		1048572		0		1048572
[16:45:12]		1048572		0		1048572
[16:45:15]		1048572		0		1048572
[16:45:18]		1048572		0		1048572
[16:45:21]		1048572		0		1048572
[16:45:24]		1048572		0		1048572
[16:45:27]		1048572		0		1048572
[16:45:30]		1048572		0		1048572
[16:45:33]		1048572		0		1048572
[16:45:36]		1048572		0		1048572
[16:45:39]		1048572		0		1048572
[16:45:42]		1048572		0		1048572
[16:45:45]		1048572		0		1048572
[16:45:48]		1048572		0		1048572
[16:45:51]		1048572		0		1048572
[16:45:54]		1048572		0		1048572
[16:45:57]		1048572		0		1048572
[16:46:00]		1048572		0		1048572
[16:46:03]		1048572		0		1048572
[16:46:06]		1048572		0		1048572
[16:46:09]		1048572		0		1048572
[16:46:12]		1048572		0		1048572
[16:46:15]		1048572		0		1048572
[16:46:18]		1048572		0		1048572
[16:46:21]		1048572		0		1048572
[16:46:24]		1048572		0		1048572
[16:46:27]		1048572		0		1048572
[16:46:30]		1048572		0		1048572
[16:46:33]		1048572		0		1048572
[16:46:36]		1048572		0		1048572
[16:46:39]		1048572		0		1048572
[16:46:42]		1048572		0		1048572
[16:46:45]		1048572		0		1048572
[16:46:48]		1048572		0		1048572
[16:46:51]		1048572		0		1048572
[16:46:54]		1048572		0		1048572
[16:46:57]		1048572		0		1048572
[16:47:00]		1048572		0		1048572
[16:47:03]		1048572		0		1048572
[16:47:06]		1048572		0		1048572
[16:47:09]		1048572		0		1048572
[16:47:12]		1048572		0		1048572
[16:47:15]		1048572		0		1048572
[16:47:18]		1048572		0		1048572
[16:47:21]		1048572		0		1048572
[16:47:24]		1048572		0		1048572
[16:47:27]		1048572		0		1048572
[16:47:30]		1048572		0		1048572
[16:47:33]		1048572		0		1048572
[16:47:36]		1048572		0		1048572
[16:47:39]		1048572		0		1048572
